Alachua|http://www.acpafl.org/|http://www.alachuacollector.com/|http://alachuacounty.us/Depts/Clerk/VAB/Pages/ValueAdjustmentBoard.aspx
Baker|http://www.bakerpa.com/|http://bakertaxcollector.com/|http://bakerclerk.com/vab/
Bay|https://baypa.net/|https://www.baytaxcollector.com/|http://www.baycoclerk.com/value-adjustment-board/
Bradford|http://www.bradfordappraiser.com/|http://www.bradfordtaxcollector.com/|https://bradfordclerk.com/value-adjustment-board/
Brevard|https://www.bcpao.us/|http://www.brevardtaxcollector.com/|http://brevardclerk.us/Value-Adjustment-Board
Broward|http://www.bcpa.net|https://www.browardtax.org/|http://www.broward.org/VAB/Pages/Welcome.aspx
Calhoun|http://www.qpublic.net/calhoun/|http://www.calhouncountytaxcollector.com/|https://www.calhounclerk.com/value-adjustment-board/
Charlotte|https://www.ccappraiser.com/|https://taxcollector.charlottecountyfl.gov/|https://charlotteclerk.com/departments/vab/
Citrus|https://www.citruspa.org/_dnn/|http://www.citrustc.us/|https://www.citrusclerk.org/234/Value-Adjustment-Board-VAB
Clay|http://www.ccpao.com/|http://www.claycountytax.com|https://claycounty.novusagenda.com/agendapublic/Boards.aspx?BoardID=14
Collier|http://www.collierappraiser.com/|http://www.colliertax.com/|https://www.collierclerk.com/board-records-vab/value-adjustment-board
Columbia|http://columbia.floridapa.com/|http://www.columbiataxcollector.com/|https://columbiaclerk.com/value-adjustment-board/
DeSoto|http://www.desotopa.com/|http://www.desotocountytaxcollector.com/|https://desotobocc.com/165/Value-Adjustment-Board
Dixie|http://www.qpublic.net/dixie/|https://dixietax.com/|https://dixieclerk.com/departments-services/clerk-services/value-adjustment-board/
Duval|http://www.coj.net/Departments/Property-Appraiser.aspx|http://www.coj.net/tc|http://www.coj.net/Departments/Regulatory-Boards-and-Commissions/Value-Adjustment-Board.aspx
Escambia|http://www.escpa.org|http://www.escambiataxcollector.com/|https://www.escambiaclerk.com/264/Value-Adjustment-Board-VAB-Information-a
Flagler|http://www.flaglerpa.com/|http://www.flaglertax.com/|https://flaglerclerk.com/vab/
Franklin|http://www.qpublic.net/franklin/|http://franklincountytaxcollector.com/|http://www.franklinclerk.com/
Gadsden|https://gadsdenpa.com/|https://www.gadsdentaxcollector.com/|http://www.gadsdenclerk.com/VAB/VAB.html
Gilchrist|https://www.qpublic.net/fl/gilchrist/|https://gilchrist.floridatax.us/|https://www.gilchristclerk.com/value-adjustment-board/
Glades|http://www.gladesflpa.com/|http://www.mygladescountytaxcollector.com/|https://gladesclerk.com/other-services/value-adjustment-board/
Gulf|http://www.qpublic.net/gulf/|http://www.gulfcountytaxcollector.com/|https://www.gulfclerk.com/value-adjustment-board/
Hamilton|http://www.hamiltonpa.com/|http://www.hamiltoncountytaxcollector.com/|
Hardee|http://www.qpublic.net/hardee/|http://www.hardeecountytaxcollector.com/|https://www.hardeeclerk.com/departments/value-adjustment-board/
Hendry|http://www.hendryprop.com/|http://hendrycountytc.com/|https://www.hendryclerk.org/value-adjustment-board/
Hernando|https://hernandocountypa-florida.us/|https://www.hernandocounty.us/|http://hernandoclerk.com/administration/value-adjustment-board/
Highlands|http://www.hcpao.org|http://hctaxcollector.com/|https://highlandsclerkfl.gov/clerk_to_the_board/value_adjustment_board/index.php
Hillsborough|http://www.hcpafl.org|https://www.hillstaxfl.gov/|https://www.hillsclerk.com/Additional-Services/Value-Adjustment-Board
Holmes|http://www.qpublic.net/holmes/|https://holmestc.com/|https://holmesclerk.com/other-services/value-adjustment-board/
Indian River|http://www.ircpa.org/|http://www.irctax.com|https://vab.indian-river.org/Axia2025/
Jackson|http://www.qpublic.net/jackson/|http://www.jacksoncountytaxcollector.com/|https://www.jacksonclerk.com/
Jefferson|http://www.JeffersonPA.net|http://www.jeffersoncountytaxcollector.com/|https://www.jeffersonclerk.com/departments/value-adjustment-board/
Lafayette|http://www.lafayettepa.com/|http://www.lafayettetc.com/|
Lake|http://www.lakecopropappr.com/|http://www.laketax.com/|https://www.lakecountyclerkfl.gov/departments/executive-office/value-adjustment-board/value-adjustment-board-forms/
Lee|http://www.leepa.org/|https://leetc.com/|http://www.leeclerk.org/departments/value-adjustment-board-vab
Leon|http://www.leonpa.org/|http://www.leontaxcollector.net/|https://cvweb.clerk.leon.fl.us/public/clerk_services/administration/value_adjustment_board/vab.asp
Levy|http://www.qpublic.net/fl/levy/|https://levytax.org/|
Liberty|http://www.qpublic.net/liberty/|http://www.libertycountytaxcollector.com|https://libertyclerk.com/other-services/value-adjustment-board/
Madison|http://www.madisonpa.com|http://www.madisoncountytaxcollector.com/|https://www.madisonclerk.com/value-adjustment-board/
Manatee|http://www.manateepao.com/|http://www.taxcollector.com/|https://www.manateepao.com/dnn/VAB
Marion|http://www.pa.marion.fl.us/|http://www.mariontax.com/|https://www.marioncountyclerk.org/departments/records-recording/value-adjustment-board/
Martin|http://www.pa.martin.fl.us/|https://martintaxcollector.com/|https://www.martinclerk.com/188/Value-Adjustment-Board
Miami-Dade|http://www.miamidade.gov/pa/|http://www.miamidade.gov/taxcollector/|https://www.miamidadeclerk.gov/clerk/value-adjustment-board.page
Monroe|http://qpublic.net/monroe/|http://www.monroetaxcollector.com/|https://www.mcpafl.org/appraisal/appeals-vab/
Nassau|https://ncpafl.com/|http://www.nassautaxes.com/|https://ncpafl.com/general-info/value-adjustment-board/
Okaloosa|http://www.okaloosapa.com/|http://www.okaloosatax.com/|https://okaloosaclerk.com/board-services/value-adjustment-board/
Okeechobee|http://www.okeechobeepa.com/|http://www.okeechobeecountytaxcollector.com/|https://www.okeechobeecountyfl.gov/government/advisory-boards-and-committees/value-adjustment-board
Orange|https://ocpaweb.ocpafl.org/|http://www.octaxcol.com/|https://www.occompt.com/199/Value-Adjustment-Board
Osceola|http://www.property-appraiser.org/|https://osceolataxcollector.org/|https://osceolaclerk.com/value-adjustment-board/
Palm Beach|http://www.co.palm-beach.fl.us/papa/index.htm|https://www.pbctax.gov/|https://www.mypalmbeachclerk.com/vab
Pasco|http://www.pascopa.com/|http://www.pascotaxes.com|https://www.pascoclerk.com/307/Value-Adjustment-Board
Pinellas|https://www.pcpao.gov/|http://www.taxcollect.com|http://www.pinellasclerk.org/aspinclude2/ASPInclude.asp?pageName=vabhome.htm
Polk|https://www.polkflpa.gov/|http://www.polktaxes.com/|https://www.polkcountyclerk.net/196/Value-Adjustment-Board
Putnam|https://pa.putnam-fl.com/|https://putnamtax.com/|https://putnamclerk.com/county-comptroller/value-adjustment-board/
Santa Rosa|https://srcpa.gov|https://srctc.com/|https://santarosaclerk.com/other-services/value-adjustment-board-public-notice/
