state,county,directory_url,property_appraiser_url,property_appraiser_status,tax_collector_url,tax_collector_status,vab_clerk_url,vab_clerk_status,directory_operator,retrieved_at,terms_reviewed,legal_status
FL,Alachua,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.acpafl.org/,DIRECTORY_LISTED,http://www.alachuacollector.com/,DIRECTORY_LISTED,http://alachuacounty.us/Depts/Clerk/VAB/Pages/ValueAdjustmentBoard.aspx,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Baker,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.bakerpa.com/,DIRECTORY_LISTED,http://bakertaxcollector.com/,DIRECTORY_LISTED,http://bakerclerk.com/vab/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Bay,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://baypa.net/,DIRECTORY_LISTED,https://www.baytaxcollector.com/,DIRECTORY_LISTED,http://www.baycoclerk.com/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Bradford,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.bradfordappraiser.com/,DIRECTORY_LISTED,http://www.bradfordtaxcollector.com/,DIRECTORY_LISTED,https://bradfordclerk.com/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Brevard,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://www.bcpao.us/,DIRECTORY_LISTED,http://www.brevardtaxcollector.com/,DIRECTORY_LISTED,http://brevardclerk.us/Value-Adjustment-Board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Broward,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.bcpa.net,DIRECTORY_LISTED,https://www.browardtax.org/,DIRECTORY_LISTED,http://www.broward.org/VAB/Pages/Welcome.aspx,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Calhoun,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.qpublic.net/calhoun/,DIRECTORY_LISTED,http://www.calhouncountytaxcollector.com/,DIRECTORY_LISTED,https://www.calhounclerk.com/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Charlotte,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://www.ccappraiser.com/,DIRECTORY_LISTED,https://taxcollector.charlottecountyfl.gov/,DIRECTORY_LISTED,https://charlotteclerk.com/departments/vab/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Citrus,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://www.citruspa.org/_dnn/,DIRECTORY_LISTED,http://www.citrustc.us/,DIRECTORY_LISTED,https://www.citrusclerk.org/234/Value-Adjustment-Board-VAB,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Clay,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.ccpao.com/,DIRECTORY_LISTED,http://www.claycountytax.com,DIRECTORY_LISTED,https://claycounty.novusagenda.com/agendapublic/Boards.aspx?BoardID=14,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Collier,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.collierappraiser.com/,DIRECTORY_LISTED,http://www.colliertax.com/,DIRECTORY_LISTED,https://www.collierclerk.com/board-records-vab/value-adjustment-board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Columbia,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://columbia.floridapa.com/,DIRECTORY_LISTED,http://www.columbiataxcollector.com/,DIRECTORY_LISTED,https://columbiaclerk.com/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,DeSoto,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.desotopa.com/,DIRECTORY_LISTED,http://www.desotocountytaxcollector.com/,DIRECTORY_LISTED,https://desotobocc.com/165/Value-Adjustment-Board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Dixie,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.qpublic.net/dixie/,DIRECTORY_LISTED,https://dixietax.com/,DIRECTORY_LISTED,https://dixieclerk.com/departments-services/clerk-services/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Duval,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.coj.net/Departments/Property-Appraiser.aspx,DIRECTORY_LISTED,http://www.coj.net/tc,DIRECTORY_LISTED,http://www.coj.net/Departments/Regulatory-Boards-and-Commissions/Value-Adjustment-Board.aspx,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Escambia,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.escpa.org,DIRECTORY_LISTED,http://www.escambiataxcollector.com/,DIRECTORY_LISTED,https://www.escambiaclerk.com/264/Value-Adjustment-Board-VAB-Information-a,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Flagler,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.flaglerpa.com/,DIRECTORY_LISTED,http://www.flaglertax.com/,DIRECTORY_LISTED,https://flaglerclerk.com/vab/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Franklin,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.qpublic.net/franklin/,DIRECTORY_LISTED,http://franklincountytaxcollector.com/,DIRECTORY_LISTED,http://www.franklinclerk.com/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Gadsden,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://gadsdenpa.com/,DIRECTORY_LISTED,https://www.gadsdentaxcollector.com/,DIRECTORY_LISTED,http://www.gadsdenclerk.com/VAB/VAB.html,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Gilchrist,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://www.qpublic.net/fl/gilchrist/,DIRECTORY_LISTED,https://gilchrist.floridatax.us/,DIRECTORY_LISTED,https://www.gilchristclerk.com/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Glades,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.gladesflpa.com/,DIRECTORY_LISTED,http://www.mygladescountytaxcollector.com/,DIRECTORY_LISTED,https://gladesclerk.com/other-services/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Gulf,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.qpublic.net/gulf/,DIRECTORY_LISTED,http://www.gulfcountytaxcollector.com/,DIRECTORY_LISTED,https://www.gulfclerk.com/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Hamilton,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.hamiltonpa.com/,DIRECTORY_LISTED,http://www.hamiltoncountytaxcollector.com/,DIRECTORY_LISTED,,SOURCE_NOT_FOUND,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Hardee,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.qpublic.net/hardee/,DIRECTORY_LISTED,http://www.hardeecountytaxcollector.com/,DIRECTORY_LISTED,https://www.hardeeclerk.com/departments/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Hendry,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.hendryprop.com/,DIRECTORY_LISTED,http://hendrycountytc.com/,DIRECTORY_LISTED,https://www.hendryclerk.org/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Hernando,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://hernandocountypa-florida.us/,DIRECTORY_LISTED,https://www.hernandocounty.us/,DIRECTORY_LISTED,http://hernandoclerk.com/administration/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Highlands,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.hcpao.org,DIRECTORY_LISTED,http://hctaxcollector.com/,DIRECTORY_LISTED,https://highlandsclerkfl.gov/clerk_to_the_board/value_adjustment_board/index.php,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Hillsborough,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.hcpafl.org,DIRECTORY_LISTED,https://www.hillstaxfl.gov/,DIRECTORY_LISTED,https://www.hillsclerk.com/Additional-Services/Value-Adjustment-Board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Holmes,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.qpublic.net/holmes/,DIRECTORY_LISTED,https://holmestc.com/,DIRECTORY_LISTED,https://holmesclerk.com/other-services/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Indian River,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.ircpa.org/,DIRECTORY_LISTED,http://www.irctax.com,DIRECTORY_LISTED,https://vab.indian-river.org/Axia2025/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Jackson,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.qpublic.net/jackson/,DIRECTORY_LISTED,http://www.jacksoncountytaxcollector.com/,DIRECTORY_LISTED,https://www.jacksonclerk.com/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Jefferson,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.JeffersonPA.net,DIRECTORY_LISTED,http://www.jeffersoncountytaxcollector.com/,DIRECTORY_LISTED,https://www.jeffersonclerk.com/departments/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Lafayette,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.lafayettepa.com/,DIRECTORY_LISTED,http://www.lafayettetc.com/,DIRECTORY_LISTED,,SOURCE_NOT_FOUND,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Lake,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.lakecopropappr.com/,DIRECTORY_LISTED,http://www.laketax.com/,DIRECTORY_LISTED,https://www.lakecountyclerkfl.gov/departments/executive-office/value-adjustment-board/value-adjustment-board-forms/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Lee,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.leepa.org/,DIRECTORY_LISTED,https://leetc.com/,DIRECTORY_LISTED,http://www.leeclerk.org/departments/value-adjustment-board-vab,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Leon,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.leonpa.org/,DIRECTORY_LISTED,http://www.leontaxcollector.net/,DIRECTORY_LISTED,https://cvweb.clerk.leon.fl.us/public/clerk_services/administration/value_adjustment_board/vab.asp,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Levy,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.qpublic.net/fl/levy/,DIRECTORY_LISTED,https://levytax.org/,DIRECTORY_LISTED,,SOURCE_NOT_FOUND,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Liberty,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.qpublic.net/liberty/,DIRECTORY_LISTED,http://www.libertycountytaxcollector.com,DIRECTORY_LISTED,https://libertyclerk.com/other-services/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Madison,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.madisonpa.com,DIRECTORY_LISTED,http://www.madisoncountytaxcollector.com/,DIRECTORY_LISTED,https://www.madisonclerk.com/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Manatee,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.manateepao.com/,DIRECTORY_LISTED,http://www.taxcollector.com/,DIRECTORY_LISTED,https://www.manateepao.com/dnn/VAB,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Marion,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.pa.marion.fl.us/,DIRECTORY_LISTED,http://www.mariontax.com/,DIRECTORY_LISTED,https://www.marioncountyclerk.org/departments/records-recording/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Martin,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.pa.martin.fl.us/,DIRECTORY_LISTED,https://martintaxcollector.com/,DIRECTORY_LISTED,https://www.martinclerk.com/188/Value-Adjustment-Board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Miami-Dade,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.miamidade.gov/pa/,DIRECTORY_LISTED,http://www.miamidade.gov/taxcollector/,DIRECTORY_LISTED,https://www.miamidadeclerk.gov/clerk/value-adjustment-board.page,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Monroe,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://qpublic.net/monroe/,DIRECTORY_LISTED,http://www.monroetaxcollector.com/,DIRECTORY_LISTED,https://www.mcpafl.org/appraisal/appeals-vab/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Nassau,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://ncpafl.com/,DIRECTORY_LISTED,http://www.nassautaxes.com/,DIRECTORY_LISTED,https://ncpafl.com/general-info/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Okaloosa,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.okaloosapa.com/,DIRECTORY_LISTED,http://www.okaloosatax.com/,DIRECTORY_LISTED,https://okaloosaclerk.com/board-services/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Okeechobee,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.okeechobeepa.com/,DIRECTORY_LISTED,http://www.okeechobeecountytaxcollector.com/,DIRECTORY_LISTED,https://www.okeechobeecountyfl.gov/government/advisory-boards-and-committees/value-adjustment-board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Orange,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://ocpaweb.ocpafl.org/,DIRECTORY_LISTED,http://www.octaxcol.com/,DIRECTORY_LISTED,https://www.occompt.com/199/Value-Adjustment-Board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Osceola,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.property-appraiser.org/,DIRECTORY_LISTED,https://osceolataxcollector.org/,DIRECTORY_LISTED,https://osceolaclerk.com/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Palm Beach,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.co.palm-beach.fl.us/papa/index.htm,DIRECTORY_LISTED,https://www.pbctax.gov/,DIRECTORY_LISTED,https://www.mypalmbeachclerk.com/vab,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Pasco,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.pascopa.com/,DIRECTORY_LISTED,http://www.pascotaxes.com,DIRECTORY_LISTED,https://www.pascoclerk.com/307/Value-Adjustment-Board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Pinellas,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://www.pcpao.gov/,DIRECTORY_LISTED,http://www.taxcollect.com,DIRECTORY_LISTED,http://www.pinellasclerk.org/aspinclude2/ASPInclude.asp?pageName=vabhome.htm,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Polk,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://www.polkflpa.gov/,DIRECTORY_LISTED,http://www.polktaxes.com/,DIRECTORY_LISTED,https://www.polkcountyclerk.net/196/Value-Adjustment-Board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Putnam,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://pa.putnam-fl.com/,DIRECTORY_LISTED,https://putnamtax.com/,DIRECTORY_LISTED,https://putnamclerk.com/county-comptroller/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Santa Rosa,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://srcpa.gov,DIRECTORY_LISTED,https://srctc.com/,DIRECTORY_LISTED,https://santarosaclerk.com/other-services/value-adjustment-board-public-notice/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Sarasota,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.SC-PA.com,DIRECTORY_LISTED,http://www.sarasotataxcollector.com/,DIRECTORY_LISTED,http://www.sarasotaclerk.com/records/board-records/value-adjustment-board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Seminole,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.scpafl.org/,DIRECTORY_LISTED,https://seminolecounty.tax/,DIRECTORY_LISTED,https://www.seminoleclerk.org/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,St. Johns,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.sjcpa.us,DIRECTORY_LISTED,http://www.sjctax.us/,DIRECTORY_LISTED,https://stjohnsclerk.com/vab/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,St. Lucie,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.paslc.org/,DIRECTORY_LISTED,http://www.tcslc.com/,DIRECTORY_LISTED,https://stlucieclerk.gov/services/value-adjustment-board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Sumter,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.SumterPA.com,DIRECTORY_LISTED,http://www.sumtertaxcollector.com/,DIRECTORY_LISTED,http://www.sumterclerk.com/index.cfm/value-adjustment-board,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Suwannee,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.suwanneepa.com/,DIRECTORY_LISTED,https://suwtax.com/,DIRECTORY_LISTED,http://suwgov.org/index.php/value/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Taylor,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://qpublic.net/fl/taylor/,DIRECTORY_LISTED,http://www.taylorcountytaxcollector.com/,DIRECTORY_LISTED,https://www.taylorclerk.com/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Union,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://union.floridapa.com,DIRECTORY_LISTED,https://unioncountytc.com/,DIRECTORY_LISTED,https://unionclerk.com/value-adjustment-board/,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Volusia,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://vcpa.vcgov.org/,DIRECTORY_LISTED,http://www.vctaxcollector.org,DIRECTORY_LISTED,https://www.volusia.org/government/county-council/advisory-boards/value-adjustment-board.stml,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Wakulla,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,https://mywakullapa.com/,DIRECTORY_LISTED,http://www.wakullacountytaxcollector.com/,DIRECTORY_LISTED,http://www.wakullaclerk.com/vab.asp,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
FL,Walton,https://floridarevenue.com/property/Pages/LocalOfficials.aspx,http://www.waltonpa.com/,DIRECTORY_LISTED,http://www.waltontaxcollector.com/,DIRECTORY_LISTED,https://waltonclerk.com/vab,DIRECTORY_LISTED,Florida Department of Revenue,2026-09-16,NO,LEGAL_REVIEW_REQUIRED
